Armenia,Medical doctors (per 10 000 population),,,,45.457,,29.619,29.153,28.993,28.668,28.163,27.753,26.968,26.735,26.085,25.313,25.499,24.083,24.036,25.047,26.164,,,,,,,,,,,25.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Medical doctors (number),,,,12964,,8526,8425,8412,8355,8249,8177,7994,7976,7837,7661,7989,7383,7413,7777,8290,,,,,,,,,,,7645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Generalist medical practitioners (number),,,,,,1498,1493,1527,1554,1581,1580,1552,1495,1453,1352,1397,1287,1262,1331,1473,,,,,,,,,,,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Specialist medical practitioners (number),,,,,,7028,6932,6885,6801,6668,6597,6442,6481,6384,6309,6592,6096,6151,6446,6817,,,,,,,,,,,6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Medical doctors not further defined (number),,,,12964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Medical doctors (per 10 000 population),41.018,38.269,37.473,36.769,35.771,35.05,34.499,33.738,33.11,33.144,33.635,31.214,30.176,30.077,28.42,25.661,27.084,26.305,25.619,24.909,24.021,24.005,24.026,24.764,24.377,23.991,23.743,23.362,21.698,,27.803,24.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Medical doctors (number),105293,97039,93604,90417,86550,83490,80968,77974,75257,74100,74061,67613,64117,62652,58167,49392,53966,51819,49895,47372,44684,44194,43756,44583,43404,42300,41461,40348,36991,35951,56084,45999,34763,33494,32137,30168,28524,29956,28821,27710,27160,25812,26591,23406,23034,20524,19460,18225,18369,16525,16697,,,,,,,,,,,,,,,,,,,
Australia,Generalist medical practitioners (number),26182,43200,40825,39971,38061,37274,36192,35126,35538,,,33384,31931,31533,29545,26840,28213,27834,26660,26202,24601,24455,24384,24706,23863,22985,22969,22353,22152,21647,29221,25085,20891,20094,19302,18007,16951,20309,19344,18526,18146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Specialist medical practitioners (number),38399,46768,45820,44304,43036,40944,39253,36765,34895,,,33815,30675,29836,27192,20573,24378,22692,21904,19388,18493,17717,,,,,,,,,25547,19395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Medical doctors not further defined (number),40712,7071,6959,6142,5453,5272,5523,6083,4824,74100,74061,414,1511,1283,1430,1979,1375,1293,1331,1782,1590,2022,19372,19877,19541,19315,18492,17995,14839,14304,1316,1519,13872,13400,12835,12161,11573,9647,9477,9184,9014,25812,26591,23406,23034,20524,19460,18225,18369,16525,16697,15391,14898,14856,14268,13854,13629,11904,,,,,,,,,,,,
Austria,Medical doctors (per 10 000 population),53.519,53.181,52.414,51.828,51.297,51.25,50.766,50.194,49.28,48.757,48.286,47.228,46.282,45.633,44.779,39.902,42.33,41.456,40.614,38.775,37.949,36.683,35.89,35.12,34.079,32.963,32.133,30.881,30.086,,43.496,37.894,,,,,,,,,,,,,,,,,,,,,,,,,,,54.589,,,,,,,,,,,
Austria,Medical doctors (number),47674,47224,46337,45596,44816,44292,43385,42562,41541,40913,40381,39402,38512,37851,37022,32080,34589,33663,32812,31060,30268,29226,28561,27911,27043,26058,25195,23950,23102,22115,35784,30283,21258,20489,20228,19416,18978,18343,17670,17159,16662,16125,15676,15232,14760,14187,13741,13377,12938,12748,12438,,,,,,,,48705,,,,,,,,,,,
Austria,Generalist medical practitioners (number),13280,13581,15006,13745,13834,14275,14130,13924,13657,13403,13219,12979,12735,12725,12488,11228,11757,11488,11335,10939,10867,10558,10272,10032,9701,9364,9105,8698,8312,7900,12065,10771,7583,7239,6930,6770,6609,6403,6198,6044,5941,,,,,,,,,,,,,,,,,,13277,,,,,,,,,,,
Austria,Specialist medical practitioners (number),26410,25626,23246,24218,23814,23702,22902,22180,21107,20532,20103,19498,19031,18658,18037,15205,16721,16178,15613,14536,13707,12892,12153,11366,10706,10055,9557,9085,8761,8451,17365,13880,8157,7870,7582,7410,7363,7195,6989,6800,6590,,,,,,,,,,,,,,,,,,27194,,,,,,,,,,,
Austria,Medical doctors not further defined (number),7984,8017,8085,7633,7168,6315,6353,6458,6777,6978,7059,6925,6746,6468,6497,5647,6111,5997,5864,5585,5694,5776,6136,6513,6636,6639,6533,6167,6029,5764,6354,5632,5518,5380,5716,5236,5006,4745,4483,4315,4131,16125,15676,15232,14760,14187,13741,13377,12938,12748,12438,12136,11888,11684,11512,11350,11272,11211,8234,11216,11200,11229,,,,,,,,
Azerbaijan,Medical doctors (per 10 000 population),,31.105,31.997,31.642,32.266,32.907,33.624,33.734,34.089,33.594,35.817,35.964,36.116,36.48,35.107,35.117,35.122,35.081,35.213,35.448,35.414,36.091,36.734,37.034,36.844,37.244,36.865,37.317,37.014,,35.332,35.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Medical doctors (number),,31829,32485,31869,32189,32458,32756,32434,32335,31441,33085,32798,32503,32388,30766,29084,30051,29687,29481,29033,28477,28873,29200,29217,28819,28827,28177,28131,27493,,30584,28485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Generalist medical practitioners (number),,,,,,,8307,8708,8871,8604,8884,8504,8567,8528,8287,8550,8094,8279,8351,8231,8033,7873,8054,7486,8048,7823,7876,8018,7841,,8093,8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Specialist medical practitioners (number),,,,,,,18405,18433,18592,18512,19026,19442,18692,18578,17993,17141,17419,17221,17010,16772,16601,16315,16364,16525,16242,16237,16062,16350,16058,,17741,16627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Medical doctors not further defined (number),,31829,32485,31869,32189,32458,6044,5293,4872,4325,5175,4852,5244,5282,4486,3393,4538,4187,4120,4030,3843,4685,4782,5206,4529,4767,4239,3763,3594,,4750,3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,Medical doctors (per 10 000 population),,,,18.546,,,,,,21.958,,,26.103,,,,,,,,9.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,Medical doctors (number),,,,740,,,,,,830,,,947,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,Medical doctors not further defined (number),,,,740,,,,,,830,,,947,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Medical doctors (per 10 000 population),,,,,8.42,9.324,9.755,9.939,10.156,9.966,9.707,9.741,9.934,10.111,10.01,10.16,9.634,10.484,10.584,9.531,,,,,,,,,,,10.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Medical doctors (number),,,,,1187,1270,1279,1254,1244,1208,1178,1149,1103,1052,972,742,803,816,792,678,,,,,,,,,,,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Medical doctors not further defined (number),,,,,1187,1270,1279,1254,1244,1208,1178,1149,1103,1052,972,742,803,816,792,678,,,,,,,,,,,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Medical doctors (per 10 000 population),6.563,6.272,5.727,5.362,4.917,4.81,4.842,4.183,3.972,3.815,3.615,3.525,3.394,3.259,3.129,2.468,2.773,2.679,,,,,,,,,,,,,3.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,
Bangladesh,Medical doctors (number),109874,103809,93741,86754,78572,75915,75514,64434,60413,57313,53643,51721,49357,46978,44632,32498,38485,36576,,,,,,,,,,,,,42881,,,,,,,,,,,,,,,,,,,,,,,,,,,,113477,,,,,,,,,,,
Bangladesh,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Medical doctors not further defined (number),109874,103809,93741,86754,78572,75915,75514,64434,60413,57313,53643,51721,49357,46978,44632,32498,38485,36576,,,,,,,,,,,,,42881,,,,,,,,,,,,,,,,,,,,,,,,,,,,113477,,,,,,,,,,,
Barbados,Medical doctors (per 10 000 population),,,,25.501,,,,,,,,,,,,15.825,,,,13.789,,,,13.648,,,,,,,18.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,Medical doctors (number),,,,712,,,,,,,,,,,,420,,,,365,,,,358,,,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,Medical doctors not further defined (number),,,,712,,,,,,,,,,,,420,,,,365,,,,358,,,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Medical doctors (per 10 000 population),,44.343,43.859,43.303,42.765,50.507,48.766,47.194,46.972,46.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Medical doctors (number),,42897,42524,42038,41517,48995,47272,45736,45533,44827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Medical doctors not further defined (number),,42897,42524,42038,41517,48995,47272,45736,45533,44827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Medical doctors (per 10 000 population),32.079,31.574,31.237,30.804,30.781,30.245,29.842,29.72,29.537,29.375,29.247,29.235,29.162,28.974,28.763,28.424,28.587,28.499,28.523,28.252,37.404,36.88,36.198,35.578,35.242,34.585,34.013,33.314,32.679,,28.602,28.014,,,,,,,,,,,,,,,,,,,,,,,,,,,62.574,,,,,,,,,,,
Belgium,Medical doctors (number),37089,36343,35762,35069,34834,34020,33353,32999,32583,32182,31815,31578,31281,30868,30440,29303,29891,29646,29537,28999,38109,37451,36644,35917,35486,34736,34069,33271,32547,32134,30081,28642,30687,29821,28826,27989,27096,27726,24831,23932,22759,22037,21142,19706,18761,18506,17272,16478,15888,14887,,,,,,,,,72657,,,,,,,,,,,
Belgium,Generalist medical practitioners (number),13697,13425,13178,12992,12929,12693,12560,12483,12363,12290,12228,12286,12273,12336,12415,12303,12412,12394,12346,12261,,,,,,,,,,,12405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Specialist medical practitioners (number),22890,22450,22062,21630,21424,20881,20389,20108,19831,19492,19153,18852,18566,18059,17528,16032,16853,16568,16406,15685,,,,,,,,,,,17172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Medical doctors not further defined (number),502,468,522,447,481,446,404,408,389,400,434,440,442,473,497,968,626,684,785,1053,38109,37451,36644,35917,35486,34736,34069,33271,32547,32134,504,28642,30687,29821,28826,27989,27096,27726,24831,23932,22759,22037,21142,19706,18761,18506,17272,16478,15888,14887,,14991,14922,14517,14176,13793,13473,12394,72657,13236,12888,11730,,,,,,,,
Belize,Medical doctors (per 10 000 population),,,10.809,11.262,,,,,11.48,,,7.67,,,,,,,,10.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,Medical doctors (number),,,413,422,,,,,387,,,241,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,Medical doctors not further defined (number),,,413,422,,,,,387,,,241,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Medical doctors (per 10 000 population),,0.621,0.76,,0.464,,,,,0.561,0.543,,0.609,,,,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Medical doctors (number),,763,908,,523,,,,,546,513,,542,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Generalist medical practitioners (number),,202,346,,,,,,,157,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Specialist medical practitioners (number),,,562,,,,,,,389,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Medical doctors not further defined (number),,561,,,523,,,,,,,,542,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,Medical doctors (per 10 000 population),4.841,3.349,4.199,3.095,3.988,3.377,3.313,2.785,2.69,,,,2.479,2.113,,,1.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.595,,,,,,,,,,,
Bhutan,Medical doctors (number),374,257,320,234,299,251,244,203,194,,,,171,144,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,,,,
Bhutan,Generalist medical practitioners (number),244,135,210,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,
Bhutan,Specialist medical practitioners (number),130,122,110,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,
Bhutan,Medical doctors not further defined (number),,,,,299,251,244,203,194,,,,171,144,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),Medical doctors (per 10 000 population),,,,10.081,15.575,,,,,4.589,4.31,,,3.264,,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),Medical doctors (number),,,,11528,17542,,,,,4771,4406,,,3170,,10329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),Generalist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),Specialist medical practitioners (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),Medical doctors not further defined (number),,,,11528,17542,,,,,4771,4406,,,3170,,10329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,Medical doctors (per 10 000 population),,,,,,21.034,20.795,19.933,19.121,18.383,17.488,16.744,15.913,15.425,14.618,12.98,13.71,13.287,12.964,13.057,,,,,,,,15.607,15.646,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,Medical doctors (number),,,,,,7413,7426,7211,7026,6881,6665,6493,6275,6182,5932,5445,5680,5559,5443,5457,,,,,,,,7027,7032,6904,5773,,6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,Generalist medical practitioners (number),,,,,,836,753,731,738,709,668,646,459,446,459,,393,369,,,,,,,,,,,,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,Specialist medical practitioners (number),,,,,,5419,5627,5500,5339,5209,5106,4995,5024,4933,4676,,4513,4396,,,,,,,,,,,,,4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,Medical doctors not further defined (number),,,,,,1158,1046,980,949,963,891,852,792,803,797,5445,774,794,5443,5457,,,,,,,,7027,7032,6904,750,,6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,Medical doctors (per 10 000 population),,,3.48,,3.528,,,,3.765,3.838,3.915,3.382,3.567,3.604,3.064,2.895,3.846,2.879,2.986,2.889,2.561,,,,,,,,,,2.462,2.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,Medical doctors (number),,,853,,830,,,,819,819,819,693,716,709,591,510,715,526,536,499,424,,,,,,,,,,466,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,Generalist medical practitioners (number),,,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,Specialist medical practitioners (number),,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,Medical doctors not further defined (number),,,,,830,,,,819,819,819,693,716,709,591,510,715,526,536,499,424,,,,,,,,,,466,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Medical doctors (per 10 000 population),,23.026,,21.583,,,,18.756,,18.429,,,,,,,,,,,12.666,12.808,12.448,12.138,11.837,11.554,11.279,,10.741,,,13.642,,,,,,,,,,,,,,,,,,,,,,,,,,,21.42,,,,,,,,,,,
Brazil,Medical doctors (number),,487659,,450009,,,,378354,,365231,,,,,,,,,,,216632,215875,206675,198479,190554,183068,175848,,161880,,,236668,,,,,,,,,,,,,,,,,,,,,,,,,,,459080,,,,,,,,,,,
Brazil,Generalist medical practitioners (number),,118013,,153832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Specialist medical practitioners (number),,65383,,296177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
